mRNA,logFC,logCPM,F,PValue,FDR
HINT3,1.390019919,5.035000136,318.5839113,0.021342531,0.089463497
CHMP2A,1.389877463,7.13431382,408.2317843,0.000606448,0.005292748
XPOT,1.38856548,7.331717661,1939.412034,7.95E-05,0.001137504
BCL2L1,1.388122695,6.365046401,25930.82295,9.34E-05,0.001280822
AKAP2,1.386395412,6.686932324,809.3854667,0.000248714,0.002674762
CD151,1.385659543,9.537272155,8748.219767,1.11E-05,0.000325174
BOC,1.385599413,5.73856485,267.0831107,0.002171727,0.014583539
PKP4,1.383901291,6.209413348,1466.236456,0.000238648,0.00259905
GNPTAB,1.383900973,6.209413167,2350.94697,0.000238648,0.00259905
ARHGAP23,1.383002169,6.56380153,480.0228195,0.000491206,0.004478258
GNG10,1.382446497,6.848062588,3200.4204,4.13E-05,0.00075711
UBA5,1.378473684,6.034933261,25715.17107,0.00061378,0.005320664
PRMT2,1.377599206,5.490655,142.7329069,0.005732441,0.03229484
RPS18,1.376138122,11.60590323,6724.563281,1.57E-05,0.000407618
SUMO3,1.376119468,6.894225672,792.4137695,0.00025568,0.002686837
ATP2B1,1.375225954,6.619828821,4496.256429,2.65E-05,0.000555106
MICAL2,1.371237667,5.836405414,871.6402827,0.001592594,0.011239835
EIF4B,1.367952571,8.601965121,13181.86845,6.50E-06,0.000231127
PRICKLE1,1.365076461,5.19111257,106.5940209,0.015428572,0.06993746
DUSP6,1.361107507,5.606125454,27734.2159,0.004181703,0.025178231
SASH1,1.361107507,5.606125454,27734.2159,0.004181703,0.025178231
ZMIZ1,1.361107507,5.606125454,27734.2159,0.004181703,0.025178231
SIAE,1.361107507,5.606125454,27734.2159,0.004181703,0.025178231
NGFRAP1,1.359059908,8.195211831,1291.728398,0.000135175,0.001679641
C16orf45,1.358935713,5.92802895,352.6370573,0.001168127,0.008934822
C17orf49,1.358935713,5.92802895,352.6370573,0.001168127,0.008934822
CCDC71L,1.357565775,6.191038773,24863.67692,0.000332599,0.00333454
MGAT1,1.35724987,7.482851551,16880.22454,4.71E-06,0.000192412
HIBADH,1.356622495,6.413406446,369.3848005,0.000690646,0.005868437
PGM1,1.354995231,6.927906011,1637.407927,9.92E-05,0.001339173
TSPAN3,1.354385494,7.190891423,2486.608599,5.75E-05,0.000914758
GNAI2,1.350981218,8.478715445,2586.079906,5.46E-05,0.0008855
ANP32B,1.35073909,7.949681461,4064.586498,3.03E-05,0.000610512
TUBB,1.350622697,9.766695882,38057.0781,1.63E-06,9.61E-05
CHD3,1.350088444,7.105179488,4086.626299,3.00E-05,0.00060812
FAM120A,1.349941881,6.971620834,1158.449594,0.000155814,0.001860658
UBE2E3,1.349941563,6.971620654,1405.691956,0.000121054,0.001539847
TRIO,1.349241008,6.475460847,1957.678054,7.86E-05,0.001128683
PDIA5,1.348844082,6.263181626,479.4644784,0.000491951,0.004478703
ARHGEF40,1.347413518,5.713033716,200.4618198,0.00305224,0.019222838
HSPB3,1.345913255,5.331968159,509.1719631,0.011166479,0.053180203
HIC1,1.345913255,5.331968159,509.1719631,0.011166479,0.053180203
TCTN1,1.345913255,5.331968159,509.1719631,0.011166479,0.053180203
SLC44A2,1.344259708,7.598882656,6766.795039,1.55E-05,0.000406763
SNTB2,1.342682207,4.812618626,41.88176933,0.042842901,0.15302904
ZNF362,1.342682207,4.812618626,41.88176933,0.042842901,0.15302904
TMEM173,1.34252167,6.534954751,439.1362908,0.000551533,0.004898831
MYO1C,1.341625701,8.034543077,6531.606992,1.63E-05,0.000416688
TMEM45A,1.341035625,6.331887624,163.3975947,0.001987504,0.013551449
MACF1,1.339611945,6.916769581,6846.532376,1.53E-05,0.000403868
PPAP2A,1.33896063,6.095472003,449.186063,0.000629037,0.005412826
UBL3,1.33896063,6.095472003,449.186063,0.000629037,0.005412826
RPS23,1.33732673,8.608911871,1565.155936,0.000105213,0.001397735
TMEM9B,1.336380821,6.592092093,2218.736557,6.67E-05,0.00100211
LEPREL4,1.335860996,5.812562629,25271.03495,0.002229344,0.014854218
ADAM19,1.335860996,5.812562629,25271.03495,0.002229344,0.014854218
C12orf23,1.335035127,6.960818026,1583.813376,0.000103598,0.001384856
CEBPB,1.334208947,7.254207851,11498.97365,7.78E-06,0.000261343
NOTCH2,1.330745422,6.647051628,1009.81702,0.00018638,0.00214412
FLJ44635,1.330740891,6.17242723,1297.292628,0.000461868,0.004275472
NEK9,1.330740573,6.17242705,2047.917413,0.000461868,0.004275472
ERLIN2,1.33072893,5.460285491,163.6137871,0.008092835,0.042766447
CNRIP1,1.33072893,5.460285491,163.6137871,0.008092835,0.042766447
FAM43A,1.33072893,5.460285491,163.6137871,0.008092835,0.042766447
DBN1,1.328914558,7.172283992,558.4718824,0.00040335,0.003860467
GOLIM4,1.327637781,6.460198043,24321.95464,9.79E-05,0.001328917
SPATA20,1.327637781,6.460198043,24321.95464,9.79E-05,0.001328917
ARHGAP1,1.327637462,6.460197862,746.958245,0.000276147,0.002864495
TGOLN2,1.32746315,7.323318587,12659.07616,6.86E-06,0.000238595
SUCLG2,1.325983239,5.905665094,268.0063496,0.001629466,0.01148747
CALU,1.325717505,9.119010246,14007.26706,6.01E-06,0.000220964
TMCO3,1.32539594,7.209271473,1554.503625,0.000106155,0.001408796
MITF,1.320590274,4.993184102,33340.34013,0.030600965,0.118894794
KCTD11,1.320590274,4.993184102,33340.34013,0.030600965,0.118894794
CDK6,1.320590274,4.993184102,33340.34013,0.030600965,0.118894794
MED20,1.320590274,4.993184102,33340.34013,0.030600965,0.118894794
MAP3K6,1.320590274,4.993184102,33340.34013,0.030600965,0.118894794
ABCC4,1.320590274,4.993184102,33340.34013,0.030600965,0.118894794
NUAK1,1.320590274,4.993184102,33340.34013,0.030600965,0.118894794
SPRED1,1.320590274,4.993184102,33340.34013,0.030600965,0.118894794
SGMS2,1.320590274,4.993184102,33340.34013,0.030600965,0.118894794
LHFP,1.319972425,6.949933477,479.692667,0.000491647,0.004478703
SGMS1,1.318400035,5.578115217,557.7522741,0.005873436,0.033002503
FUT8,1.318399717,5.578115037,748.4221883,0.005873436,0.033002503
FKBP14,1.318399717,5.578115037,748.4221883,0.005873436,0.033002503
XPC,1.317441003,5.993121178,23951.9581,0.001191863,0.009083984
TBC1D2B,1.317441003,5.993121178,23951.9581,0.001191863,0.009083984
KRT34,1.317441003,5.993121178,23951.9581,0.001191863,0.009083984
GBP1,1.316903107,6.31501794,1528.773631,0.00024931,0.002676708
PLXND1,1.316903107,6.31501794,1528.773631,0.00024931,0.002676708
CDC42EP5,1.316558535,6.578020859,232.0240076,0.00126284,0.009557051
PTN,1.311707851,6.633509047,816.8633046,0.000245749,0.002647308
IL13RA1,1.311024134,6.381353504,674.2777439,0.000315557,0.00319102
OSTC,1.308215285,8.986945128,6355.727123,1.69E-05,0.000422887
ZNF580,1.308189685,5.687042646,232.1961897,0.004268476,0.025509789
GLIS2,1.308189685,5.687042646,232.1961897,0.004268476,0.025509789
CUL4B,1.306958462,7.271803252,2378.251413,6.09E-05,0.000953812
RPS19,1.30639929,10.99405753,56296.29094,9.76E-07,7.95E-05
MPZL1,1.302985506,7.153433033,28142.23285,2.41E-06,0.000121873
HSPB1,1.301686411,9.210699566,1885.215688,8.25E-05,0.001173863
EMP3,1.301005771,8.42475172,10170.97921,9.13E-06,0.000287297
STAT2,1.300147258,7.190900831,1858.528745,8.41E-05,0.001186737
BACE1,1.299595318,5.788319221,735.0126829,0.003106069,0.019495089
CD109,1.299595318,5.788319221,735.0126829,0.003106069,0.019495089
SMIM14,1.299595318,5.788319221,735.0126829,0.003106069,0.019495089
PTGFRN,1.299595,5.788319041,1037.181423,0.003106069,0.019495089
GNAQ,1.292360031,6.297948561,421.8337092,0.00058114,0.005113473
EFR3A,1.292359713,6.297948381,22877.64184,0.000343492,0.003409235
TSPAN9,1.292260798,5.882949155,312.1174627,0.002262929,0.015015819
UTRN,1.292260798,5.882949155,312.1174627,0.002262929,0.015015819
ARSB,1.292041484,5.298024967,28416.16823,0.015760552,0.070864683
EML1,1.292041484,5.298024967,28416.16823,0.015760552,0.070864683
PTPN14,1.292041484,5.298024967,28416.16823,0.015760552,0.070864683
R3HDM2,1.292041484,5.298024967,28416.16823,0.015760552,0.070864683
TPCN1,1.292041484,5.298024967,28416.16823,0.015760552,0.070864683
XXYLT1,1.292041484,5.298024967,28416.16823,0.015760552,0.070864683
NT5E,1.289368474,6.927915605,1027.804704,0.000182137,0.002112295
TOR1AIP1,1.285928459,5.971751664,929.2027191,0.001650501,0.011572383
NCBP2,1.285261794,6.725757839,551.5705962,0.000409934,0.003897404
RBFOX2,1.283436273,6.429179233,22867.59537,0.000185085,0.002134945
RPL18A,1.282523536,10.18551811,8018.429066,1.25E-05,0.000352362
PEMT,1.282284324,5.429262555,118.0079886,0.011357678,0.053851706
SGK1,1.281233628,7.05527453,1148.36329,0.000157602,0.001873319
RPL34,1.279948841,9.859675392,5833.585398,1.89E-05,0.000450666
SERPING1,1.279129729,8.213552738,41681.21818,1.44E-06,9.07E-05
TTC8,1.274389636,5.549550205,135.5283923,0.008204074,0.04317704
YAP1,1.273819066,6.916778995,1414.68636,0.00012005,0.001528593
NBL1,1.273265495,7.938736607,2059.709727,7.35E-05,0.001071792
KDELR2,1.270727974,8.368677363,9266.072297,1.03E-05,0.000310091
BMP1,1.269906321,6.660477433,23577.29868,5.41E-05,0.000877792
GIT2,1.267869555,5.660574574,158.2954861,0.005938479,0.033266336
IDUA,1.267869236,5.660574393,170.6674027,0.005938479,0.033266336
RGS10,1.267391551,6.280674343,2212.690032,0.000471598,0.004345653
TPBG,1.267059158,7.045082708,3397.614057,3.82E-05,0.000717584
ACTR3,1.265341756,7.348416192,28399.44943,2.39E-06,0.000121079
RPL23,1.264777607,11.2567133,53628.32704,1.04E-06,7.99E-05
TBX3,1.264655501,6.76355726,24047.98078,2.93E-05,0.00059788
EHBP1,1.264655501,6.76355726,24047.98078,2.93E-05,0.00059788
NCOR2,1.263937065,6.348571656,617.4317824,0.000353926,0.003493929
RPL10A,1.263197244,10.78671453,4847.992934,2.40E-05,0.000524403
LGALS3,1.258208203,7.505351408,2827.391552,4.86E-05,0.000820135
LTBP3,1.258165984,7.236414048,2171.531701,6.86E-05,0.001017743
VEGFC,1.257985362,6.475470089,740.3011332,0.000279388,0.002886485
RPS6,1.256844271,11.33889512,23421.35345,3.07E-06,0.00014578
MPRIP,1.255403564,6.534964173,3267.277514,0.000136426,0.001690284
CNN3,1.254392523,8.195248957,462.9323594,0.000514935,0.004640587
LAPTM4A,1.254308745,9.126321898,3711.586538,3.41E-05,0.000664527
WWTR1,1.253711865,5.950060549,22128.86008,0.002275674,0.015069315
SAMD4A,1.253711865,5.950060549,22128.86008,0.002275674,0.015069315
IFT20,1.253711865,5.950060549,22128.86008,0.002275674,0.015069315
ANXA6,1.253376249,8.968237572,6382.559062,1.68E-05,0.000422724
CYTH3,1.250868749,6.647060868,3882.047774,7.36E-05,0.00107244
DCTD,1.250163583,7.436837579,1567.618499,0.000104997,0.001396385
APBB2,1.247649636,4.950119522,185.2056923,0.043524433,0.154776251
TOR4A,1.247649636,4.950119522,185.2056923,0.043524433,0.154776251
SMIM19,1.247649636,4.950119522,185.2056923,0.043524433,0.154776251
KIF20A,1.247649317,4.950119341,219.8514845,0.043524433,0.154776251
ST6GALNAC4,1.247649317,4.950119341,219.8514845,0.043524433,0.154776251
SLC35E2,1.247649317,4.950119341,219.8514845,0.043524433,0.154776251
RASL11A,1.247649317,4.950119341,219.8514845,0.043524433,0.154776251
MSANTD3,1.247136467,6.115106101,21581.32359,0.001209001,0.009192836
PLEKHO2,1.247136467,6.115106101,21581.32359,0.001209001,0.009192836
CPD,1.247014958,6.751070446,2354.52358,6.17E-05,0.000956332
B4GALT1,1.243698975,6.84808124,2623.992303,5.36E-05,0.000872124
SMURF2,1.243698975,6.84808124,2623.992303,5.36E-05,0.000872124
TAX1BP3,1.243618911,8.129259664,4471.827239,2.67E-05,0.000557948
RPL17-C18orf32,1.242508585,9.185470614,11018.37421,8.22E-06,0.000269336
WASF3,1.241074335,5.115171819,84.63040567,0.030938641,0.119781391
TRPM4,1.241074335,5.115171819,84.63040567,0.030938641,0.119781391
LRP10,1.238260334,8.310331822,5855.525725,1.88E-05,0.000450666
RPS27L,1.237133418,7.065403852,1683.907555,9.56E-05,0.00130828
PDZRN3,1.236079778,5.26326369,304.0380221,0.022095249,0.091959955
BDH2,1.236079778,5.26326369,304.0380221,0.022095249,0.091959955
EOGT,1.236079778,5.26326369,304.0380221,0.022095249,0.091959955
ZNF655,1.236079459,5.263263509,380.6292996,0.022095249,0.091959955
ABL1,1.236053724,6.460207285,581.8727252,0.000382355,0.003709158
RPS3,1.235119763,9.82000207,5701.058722,1.94E-05,0.000458519
RXRA,1.232156624,5.397557835,135.8602677,0.015840609,0.071100474
TRAF5,1.232156624,5.397557835,135.8602677,0.015840609,0.071100474
RMDN1,1.232156624,5.397557835,135.8602677,0.015840609,0.071100474
MORF4L1,1.231946828,9.0896503,2475.933808,5.78E-05,0.000917643
SORBS3,1.229155721,6.738474359,22749.10629,5.40E-05,0.000877792
LIMS1,1.228993981,5.520407818,446.6655981,0.011393341,0.053941329
GSTM2,1.228993662,5.520407638,589.129264,0.011393341,0.053941329
EML2,1.228993662,5.520407638,589.129264,0.011393341,0.053941329
SREBF1,1.22638976,5.633611485,198.7529614,0.008217272,0.043193526
BMP2K,1.22638976,5.633611485,198.7529614,0.008217272,0.043193526
SCARF2,1.22638976,5.633611485,198.7529614,0.008217272,0.043193526
IAH1,1.226139292,6.882843507,380.7237805,0.000664028,0.005675985
IFNAR1,1.220759391,5.9280382,1153.862579,0.003123508,0.019575907
SLC25A24,1.220759391,5.9280382,1153.862579,0.003123508,0.019575907
C11orf68,1.219372777,6.014188085,358.5488996,0.002270604,0.015058984
RPS25,1.215688682,10.94532461,20776.73307,3.59E-06,0.000159871
SPIN1,1.214486315,6.381362928,1424.198933,0.000469756,0.004331779
UGDH,1.214485996,6.381362748,2387.122315,0.000469756,0.004331779
TADA3,1.214485996,6.381362748,2387.122315,0.000469756,0.004331779
ERBB2IP,1.213783854,6.444781378,679.6354361,0.000343819,0.003409851
EEF1G,1.212374002,10.79517779,59232.03606,9.13E-07,7.76E-05
ZNF358,1.211529352,6.673779544,945.7378017,0.000203018,0.002312785
ARPC5,1.211502285,7.982134764,1314.539148,0.000132122,0.001660947
RPL15,1.210344288,8.124440167,3680.963409,3.44E-05,0.000668434
CDK2AP1,1.208805788,8.339818715,1721.698072,9.29E-05,0.001276345
ACO1,1.207058912,7.306372382,4113.435004,2.98E-05,0.00060485
CD81,1.196569042,10.5049881,70134.51364,7.32E-07,7.67E-05
RPLP1,1.195713294,11.94905145,17404.98515,4.52E-06,0.000187674
NFE2L2,1.194488575,7.114984254,1489.736265,0.000112218,0.001462132
ARL1,1.193454869,6.859768152,1017.42419,0.000184564,0.00213085
CPQ,1.191885779,6.549469212,545.9272104,0.000415461,0.003941883
RAB3GAP1,1.19154141,6.490582271,20305.40692,0.000340557,0.003387937
RAB12,1.189785391,6.227575231,19818.91842,0.001193915,0.009091777
RPS16,1.189206154,10.12539153,3472.876027,3.72E-05,0.000704528
APOL2,1.188580977,6.075585649,323.3452838,0.002250513,0.014987511
ARHGAP5,1.18703695,5.905674524,20275.29967,0.004267205,0.025509789
SCP2.1,1.185215204,7.482888971,4771.385637,2.45E-05,0.000532721
GOLGA3,1.1849844,5.713043148,21101.24104,0.008151769,0.042936875
SH2D4A,1.1849844,5.713043148,21101.24104,0.008151769,0.042936875
SMARCD3,1.18368197,5.606134707,142.6200038,0.011306439,0.053678685
MYH10,1.182204419,7.218397599,466.167708,0.00051029,0.004609797
MEGF8,1.182123387,5.490664434,22742.30481,0.015726604,0.070860545
RBL2,1.182123387,5.490664434,22742.30481,0.015726604,0.070860545
EXOC5,1.182123387,5.490664434,22742.30481,0.015726604,0.070860545
SNX33,1.182123387,5.490664434,22742.30481,0.015726604,0.070860545
TKT,1.180825447,8.368714631,972.2245236,0.000195834,0.002238878
ARAF,1.18022429,5.365140498,89.38979096,0.021948428,0.091467177
THRA,1.18022429,5.365140498,89.38979096,0.021948428,0.091467177
FLT1,1.180223971,5.365140317,94.99734263,0.021948428,0.091467177
SLC35A5,1.180223971,5.365140317,94.99734263,0.021948428,0.091467177
TCEAL1,1.177859095,5.227643741,24.1069416,0.030755652,0.119180467
FAH,1.177859095,5.227643741,24863.01579,0.030755652,0.119180467
PARN,1.177859095,5.227643741,24863.01579,0.030755652,0.119180467
ABI2,1.177859095,5.227643741,24863.01579,0.030755652,0.119180467
ADAMTS7,1.177859095,5.227643741,24863.01579,0.030755652,0.119180467
DPH5,1.177859095,5.227643741,24863.01579,0.030755652,0.119180467
BCAP29,1.177859095,5.227643741,24863.01579,0.030755652,0.119180467
TTC39C.1,1.177859095,5.227643741,24863.01579,0.030755652,0.119180467
ADD1,1.177544266,7.646890245,27668.27392,2.47E-06,0.000123159
ADM,1.176369817,9.517353865,8756.317124,1.11E-05,0.000325174
NUMA1,1.175149871,6.751079684,1019.04883,0.000184181,0.002128329
DNAJB4,1.174212588,6.700012423,1975.321892,0.000132354,0.001662234
RAB23,1.170910724,6.534973595,743.2556411,0.000335961,0.003355137
TUBA1A,1.169015116,9.2666383,5927.475655,1.85E-05,0.000448926
COL18A1,1.168185175,6.413425294,620.5233537,0.000627643,0.005408067
FLNC,1.166430857,7.927717608,29888.75965,2.23E-06,0.000117248
C1GALT1C1,1.164885099,6.280683589,236.2799715,0.001233447,0.009356607
MYADM,1.162417044,7.405327349,1071.406379,0.000172529,0.002026423
RPL13,1.161879625,8.965597878,5478.036603,2.05E-05,0.000478256
SH3BP4,1.160808615,6.134476718,406.5321841,0.002217929,0.014793471
NBPF3,1.160808615,6.134476718,406.5321841,0.002217929,0.014793471
EHBP1L1,1.158387836,6.055412084,849.9292741,0.00305082,0.019222838
RBCK1,1.158387836,6.055412084,849.9292741,0.00305082,0.019222838
EXTL3,1.158387517,6.055411903,1279.230586,0.00305082,0.019222838
DYNLT3,1.158387517,6.055411903,1279.230586,0.00305082,0.019222838
KRCC1,1.158387517,6.055411903,1279.230586,0.00305082,0.019222838
SLC39A6,1.155422961,6.686960221,20160.7272,0.000177427,0.002066989
DECR1,1.153646965,6.633528068,197.2345097,0.001558413,0.011047055
SNX17,1.152783008,7.085452356,620.497168,0.00035165,0.003474125
PRRX2,1.152507347,5.882958585,664.6312969,0.005801491,0.032669552
GRSF1,1.148887656,5.788328472,235.598085,0.008024032,0.042455146
PXDC1,1.147339903,6.460216708,18907.89498,0.000616548,0.005341065
SLC9A3R2,1.144833896,6.397487884,415.2685226,0.000843599,0.006942641
SCP2,1.144664271,5.687052078,496.5631575,0.011124405,0.053038692
NCK1,1.144664271,5.687052078,496.5631575,0.011124405,0.053038692
RAP1B,1.144249682,8.114751075,888.983143,0.000220082,0.002463628
RPL27A,1.143480543,8.095129312,5795.200583,1.90E-05,0.000451291
PSME1,1.142964963,7.69983528,375.1829779,0.000676804,0.005758427
STAT3,1.14255506,7.452370722,4316.281256,2.80E-05,0.000575246
RARG,1.142074612,6.331906294,18508.07757,0.00115544,0.008854073
TES,1.142074612,6.331906294,18508.07757,0.00115544,0.008854073
LANCL1,1.139671571,5.57812447,166.9071358,0.015465319,0.06993746
ZDHHC2,1.139671571,5.57812447,166.9071358,0.015465319,0.06993746
IFT80,1.139671571,5.57812447,166.9071358,0.015465319,0.06993746
MID1IP1,1.139671571,5.57812447,166.9071358,0.015465319,0.06993746
TMEM109,1.139022028,6.263200297,384.9676937,0.001584329,0.011199924
SEC11A,1.137210246,7.563664275,3168.774784,4.19E-05,0.000764825
LIX1L,1.133678781,5.460294744,451.2559249,0.021570043,0.090211552
GPRC5A,1.131827924,6.115115349,303.0400053,0.00299028,0.018943839
SGCB,1.131046359,6.563829614,2767.997218,0.000441688,0.004138168
RAI14,1.128624311,7.584930295,3031.090293,4.44E-05,0.000771137
SQRDL,1.128023307,6.505537902,680.5118253,0.000603502,0.005278555
CLSTN1,1.126423997,7.10521677,2904.586226,4.69E-05,0.000807662
SRA1,1.126352199,5.331977594,109.70532,0.03020153,0.118099724
HIPK3,1.126352199,5.331977594,109.70532,0.03020153,0.118099724
RGL1,1.126352199,5.331977594,109.70532,0.03020153,0.118099724
TWF1,1.124293743,7.065422675,579.0530353,0.000384781,0.003727081
KCTD10,1.124293108,7.065422315,749.0225953,0.000275155,0.002856511
ERGIC1,1.123241351,7.280553791,1352.185448,0.000127342,0.001607137
NDFIP1,1.12309294,6.763575916,19571.65261,0.000170084,0.002006863
RPL5,1.117527006,10.33512085,2364.993784,6.14E-05,0.000953845
STC1,1.117190056,5.191122006,221.9408059,0.042487487,0.152054885
BCL3,1.117190056,5.191122006,221.9408059,0.042487487,0.152054885
MOB3A,1.117190056,5.191122006,221.9408059,0.042487487,0.152054885
DNAJC21,1.117189737,5.191121825,272.9778074,0.042487487,0.152054885
BACH1,1.117130676,5.85987893,18363.51246,0.007847906,0.041731289
VEZF1,1.117130676,5.85987893,18363.51246,0.007847906,0.041731289
POFUT2,1.117130676,5.85987893,18363.51246,0.007847906,0.041731289
KIAA0930,1.117130676,5.85987893,18363.51246,0.007847906,0.041731289
CAST,1.112763538,7.775772686,2491.643026,5.73E-05,0.000913474
GNG11,1.109835485,7.055302584,122.9538577,0.002866984,0.018343283
UBXN6,1.109711016,7.42905022,23228.98586,3.10E-06,0.00014628
EID1,1.109582995,7.971444002,1393.784959,0.000122405,0.001550907
ST6GALNAC6,1.106091987,6.490591694,451.1182622,0.000804793,0.006679629
RPL22,1.104699024,8.731612465,7238.476369,1.42E-05,0.000389917
CHURC1,1.103184476,5.660583826,18937.99985,0.015094197,0.068635676
PRKACB,1.103184476,5.660583826,18937.99985,0.015094197,0.068635676
FAM126A,1.103184476,5.660583826,18937.99985,0.015094197,0.068635676
LRP11,1.103184476,5.660583826,18937.99985,0.015094197,0.068635676
BCL9L,1.103184476,5.660583826,18937.99985,0.015094197,0.068635676
NDUFA5,1.102253443,6.095490678,359.7911037,0.004014013,0.024304979
EIF2D,1.102253443,6.095490678,359.7911037,0.004014013,0.024304979
CARM1,1.102253443,6.095490678,359.7911037,0.004014013,0.024304979
COPS7A,1.101741223,6.429197899,17535.82655,0.001100914,0.008547688
PTPN11,1.101193562,6.927943488,19772.5368,8.73E-05,0.001211075
REXO2,1.100453317,8.227204102,1952.500202,7.88E-05,0.00113133
PFDN5,1.097360128,9.353836712,1552.731481,0.000106313,0.001409442
VPS51,1.096965587,6.365074494,372.5111511,0.001507484,0.01095588
CHMP3,1.096965269,6.365074314,427.279352,0.001507484,0.01095588
SLC6A6,1.09603607,6.014197514,721.2774657,0.005530927,0.031296538
GPSM1,1.096035751,6.014197334,1068.185462,0.005530927,0.031296538
RPL23A,1.094981142,10.3424413,2778.110834,4.97E-05,0.00082634
ROBO1,1.094276235,5.549559458,108.2634935,0.021023686,0.0883283
WBP5,1.093554825,7.738312376,857.4344934,0.000230699,0.002553558
S100A10,1.091950247,8.271586392,438.3804904,0.00055277,0.004904071
SLC38A1,1.086697548,6.738493016,18346.10543,0.00029919,0.003059148
TGFBI,1.083996426,8.83280294,2021.711491,7.53E-05,0.001089532
ALKBH7,1.0835514,5.42927217,81.28103474,0.029387321,0.115688984
COL7A1,1.083551081,5.429271989,19970.21997,0.029387321,0.115688984
SLC35E2B,1.083551081,5.429271989,19970.21997,0.029387321,0.115688984
ZBED6,1.083551081,5.429271989,19970.21997,0.029387321,0.115688984
ANTXR2,1.083551081,5.429271989,19970.21997,0.029387321,0.115688984
ZDHHC20,1.083551081,5.429271989,19970.21997,0.029387321,0.115688984
IRF2BP2,1.083551081,5.429271989,19970.21997,0.029387321,0.115688984
CREB3L2,1.083551081,5.429271989,19970.21997,0.029387321,0.115688984
CTNNAL1,1.082546666,7.706333445,3359.485994,3.88E-05,0.000724802
RPLP2,1.082073076,10.57838475,2947.03718,4.60E-05,0.000793561
PDCD4,1.08086468,5.836423914,774.0728729,0.010560999,0.050671538
BOK,1.079356083,6.153590832,16737.17113,0.003897457,0.023710761
NUPR1,1.079276414,7.314907975,448.0601447,0.000537285,0.00479644
VOPP1,1.078828437,7.436875185,882.2801821,0.000222264,0.002477238
HDAC7,1.078389626,6.413434537,1972.233425,0.001463215,0.0108204
RPL7,1.077690333,11.26111535,34332.62401,1.86E-06,0.000104656
PDLIM1,1.075665337,7.725609914,1865.719656,8.37E-05,0.001183365
STK17A,1.072059983,6.075595257,235.8961359,0.005364002,0.03058051
PACS1,1.072059665,6.075595077,263.704791,0.005364002,0.03058051
GOPC,1.072059665,6.075595077,263.704791,0.005364002,0.03058051
UNC119B,1.071477929,5.738583533,199.8927499,0.014643028,0.067153439
MOV10,1.071477929,5.738583533,199.8927499,0.014643028,0.067153439
STX2,1.071477929,5.738583533,199.8927499,0.014643028,0.067153439
HNRNPA1,1.070166613,9.57165302,4515.778591,2.64E-05,0.000553913
ITGB5,1.069891425,7.209317612,362.2930414,0.000708268,0.006002327
SNX12,1.065835806,6.280693195,971.5750459,0.002747255,0.017612256
ANPEP,1.064963637,8.348190797,4538.238488,2.62E-05,0.000551997
ZBTB4,1.063819476,5.993139855,16508.48251,0.007394598,0.039895497
SMARCA2,1.063087712,6.673798203,805.1722815,0.000538298,0.004802157
IL11RA,1.060477004,5.633620917,394.99283,0.020358436,0.086264586
FOPNL,1.060477004,5.633620917,394.99283,0.020358436,0.086264586
TOMM7,1.058362943,8.921801765,8176.540426,1.21E-05,0.000346823
ALDH18A1,1.057619856,6.619866322,1464.384242,0.000733951,0.00619145
PDE4DIP,1.054654154,6.397497127,16162.26945,0.001937548,0.013225887
TMOD3,1.054438802,5.905683774,196.7628472,0.010212935,0.049295503
WARS,1.053687505,7.757178202,15175.38378,5.41E-06,0.000208556
RNH1,1.051520206,7.888390015,1141.865579,0.000158773,0.001885498
TMEM167B,1.050375711,6.134486145,779.6025378,0.005183169,0.029840313
TPD52L1,1.047405641,5.520417071,136.8460619,0.028395561,0.112368907
C6orf120,1.047405641,5.520417071,136.8460619,0.028395561,0.112368907
CAMK2G,1.047405641,5.520417071,136.8460619,0.028395561,0.112368907
TRIM32,1.047405641,5.520417071,136.8460619,0.028395561,0.112368907
SACS,1.047405641,5.520417071,136.8460619,0.028395561,0.112368907
OSBPL3,1.047405641,5.520417071,136.8460619,0.028395561,0.112368907
SHISA4,1.047405641,5.520417071,136.8460619,0.028395561,0.112368907
ELK3,1.043663808,5.812581311,16446.79231,0.014135405,0.065267239
IMPAD1,1.043663808,5.812581311,16446.79231,0.014135405,0.065267239
EEF2,1.042675777,11.32550529,75196.30488,6.68E-07,7.67E-05
PJA2,1.042155679,6.800419309,1766.508383,0.000368663,0.003610508
GALNT2,1.04102501,6.927952903,755.239326,0.000272207,0.002830467
RNF11,1.04102501,6.927952903,755.239326,0.000272207,0.002830467
AHCYL1,1.041024692,6.927952723,930.2470227,0.000207438,0.00234859
SOD2,1.039969757,7.982190157,4324.304221,2.79E-05,0.00057477
IMPDH2,1.039280581,7.153479539,1297.765755,0.000134355,0.001671065
RPS27A,1.038985429,10.06270476,25555.22853,2.74E-06,0.000132524
GRK5,1.03822312,6.444800044,560.3853102,0.001868643,0.012815688
ESYT2,1.03822312,6.444800044,560.3853102,0.001868643,0.012815688
TCEAL8,1.03822312,6.444800044,560.3853102,0.001868643,0.012815688
SQSTM1,1.038109265,9.222242256,1167.265835,0.00015428,0.001852656
NES,1.035286433,7.003607644,462.2831753,0.000515877,0.004640587
EPS8L2,1.031618747,5.39756727,262.1800997,0.039756943,0.143640508
C14orf132,1.031618428,5.397567089,333.9750675,0.039756943,0.143640508
